"","Acss1","Adcyap1","Adgrl2","Aqp4","Arc","Arf5","Arhgap24","Arl4d","Arx","Batf3","Bcl6","Bdnf","Bgn","Btg2","Calb2","Car12","Car4","Cbln4","Cck","Cdh13","Cdk6","Chat","Chodl","Chrna6","Col6a1","Cplx3","Cpne5","Crh","Crispld2","Csrnp1","Ctgf","Ctxn3","Cux2","Cxcl14","Ddit4l","Deptor","Egr1","Egr2","Egr4","Enpp2","eRNA1","eRNA2","eRNA3","eRNA4","eRNA5","Fam19a1","Flt1","Fos","Fosb","Fosl1","Fosl2","Foxp2","Frmd7","Frmpd3","Gad1","Gad2","Gda","Gpc3","Gpr3","Gpx3","Homer1","Hsd11b1","Htr3a","Igf1","Igtp","Itgam","Junb","Kcna1","Kcnip2","Kcnk2","Lhx6","Lmo2","Mab21l1","Mdga1","Mgp","Mog","Mybpc1","Myh8","Myl4","Mylk","Myo1c","Ndnf","Nectin3","Nectin4","Ngb","Nos1","Nov","Npas4","Nptx2","Npy","Nr4a2","Nrn1","Obox3","Osgin2","Otof","Parm1","Pax6","Pcdhac1","Pcdhac2","Pcdhgc3","Pcdhgc4","Pcdhgc5","Pcp4","Pde1a","Pde1c","Pdgfra","Pdzrn3","Penk","Plcxd2","Pnoc","Ppm1h","Prok2","Prss22","Ptgs2","Pthlh","Pvalb","Qrfpr","Rasgrf2","Reln","Rerg","Rgs10","Rgs12","Rgs2","Rorb","Rprm","Rspo2","Scnn1a","Sema3c","Sema3e","Serpinb11","Serpine1","Sla","Slc17a7","Slc25a36","Slc5a7","Smad3","Sncg","Spp1","Sst","Stac","Sulf2","Synpr","Syt17","Syt6","Tacr1","Tacr3","Tacstd2","Tbr1","Tcerg1l","Th","Thsd7a","Tnfaip6","Tnfaip8l3","Tnmd","Tpbg","Tph2","Ucma","Vgf","Vip","Wt1","Wfs1","Tnnc1","Sccpdh","Rbp4","Etv1","Drd1"
"2752x1540",3,0,4,0,0,8,0,0,15,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,4,0,1,0,0,0,0,1,6,1,1,1,3,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,6,0,0,6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,6,1,0,0,0,0,0,0,0,0,0,34,0,0,3,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,0,15,0,0,0,0,2,0,0,0,2,5,0,1,0
"2783x3889",0,3,1,1,2,5,0,4,34,0,12,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,13,5,0,7,7,0,0,10,0,23,26,0,0,1,0,32,0,1,0,0,0,0,0,4,19,0,0,0,7,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,3,17,0,0,0,0,2,0,0,1,1,4,1,7,1,0,1,0,7,0,0,0,3,0,0,15,10,0,0,0,0,0,1,0,0,0,2,11,0,0,0,0,0,0,0,0,7,59,1,0,28,0,0,0,0,0,4,3,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,8,0,6,7,11,0
"2762x4456",0,4,14,0,0,2,0,0,21,9,5,5,0,0,0,0,3,0,14,5,0,1,0,0,0,7,20,0,8,0,0,0,31,8,0,0,0,0,2,3,3,15,23,0,0,21,0,1,8,2,0,2,0,0,0,0,9,0,0,0,12,0,0,0,9,0,0,3,0,0,0,0,0,6,0,2,1,0,0,0,3,3,6,0,8,0,2,0,0,1,0,11,0,1,2,1,3,3,1,1,0,9,0,19,0,0,6,0,0,0,13,4,4,1,6,0,0,2,0,0,0,0,8,0,0,2,0,0,0,0,0,0,68,0,1,11,0,0,0,0,0,11,19,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,3,4,2,0,2,0
"2777x3358",0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,8,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24,0,0,2,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,4,0,0,0
"2750x6307",0,0,9,0,4,12,4,4,28,3,9,1,0,1,0,0,1,0,1,12,0,0,0,0,17,7,7,0,0,0,1,0,13,0,0,9,0,0,3,5,0,0,11,0,0,1,0,0,0,0,0,0,0,0,11,3,3,0,0,0,4,0,2,11,0,0,0,11,0,0,0,0,0,0,0,0,9,0,0,0,0,1,24,0,0,22,23,0,0,0,0,0,0,0,18,0,0,0,0,2,0,23,0,9,3,0,1,4,0,0,7,3,0,0,0,0,0,1,2,0,0,4,11,0,0,2,1,0,0,0,0,7,27,2,1,42,0,0,0,1,0,1,5,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,10,0,1,0,0,0
"2766x345",0,0,2,0,0,8,0,0,41,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,7,1,0,12,2,0,0,0,6,0,0,0,0,2,5,0,0,29,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,13,0,3,0,0,1,0,11,5,10,0,0,15,0,1,0,24,0,0,0,0,0,0,0,1,0,0,0,6,0,0,3,0,3,4,0,0,0,106,0,0,3,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,5,0,14,8,9,5
"2759x1323",4,0,29,0,0,3,0,14,28,0,2,1,0,0,0,0,0,0,2,2,0,0,0,0,0,1,31,0,3,0,0,0,0,0,0,0,16,2,0,0,0,0,41,0,0,0,0,0,2,0,0,0,0,0,33,18,1,1,0,0,7,5,0,0,0,0,0,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,4,0,0,0,1,1,2,0,14,5,0,0,13,6,0,0,2,0,0,8,2,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,2,0,0,0,3,4,0,0,0,0,17,0,4,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,1,0
"2736x4140",0,0,6,0,6,5,0,0,5,0,0,0,13,0,0,0,2,0,7,6,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,8,2,2,0,0,36,6,0,0,0,9,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4,0,1,10,0,0,0,0,0,0,8,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,2,0,0,4,0,0,1,14,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,1,7,1,1,0,3,2,0,0,0,0,0,31,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,7,0,0,5,4,0
"2832x3222",0,0,7,0,1,0,0,2,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,5,3,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,3,0,0,0,2,0,5,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,7,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,4,0,5,0,1,0
"2862x2164",0,0,0,3,2,0,0,0,16,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,5,3,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0
"2853x6116",9,0,4,0,2,8,0,0,18,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15,12,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,5,17,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,1,0,0,4,0,0,0,3,5,1,1,2,0,0,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
"2853x1232",0,0,3,0,0,0,2,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,14,1,0,0,0,0,0,0,0,1,3,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0
"2849x4752",1,4,11,0,10,9,0,12,11,0,1,2,0,2,0,0,0,0,18,10,0,0,0,0,0,0,8,2,1,0,3,0,17,7,0,0,4,0,3,1,0,13,46,0,0,5,0,0,0,0,0,0,0,0,0,22,3,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,11,0,1,0,0,0,0,0,1,4,5,0,1,1,0,16,0,0,9,1,2,1,0,5,0,11,0,35,0,0,0,0,0,0,17,6,1,3,17,0,0,2,0,0,0,6,20,0,0,0,2,0,0,0,0,2,68,1,0,4,3,0,0,2,1,22,19,0,0,0,0,0,0,0,0,13,0,0,0,0,2,2,1,0,3,0,20,6,0,0
"2869x672",3,30,13,0,0,12,0,1,24,1,6,0,1,0,6,0,0,0,9,3,0,0,0,0,1,4,2,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,15,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,5,1,0,0,2,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,15,2,0,0,0,0,8,0,6,23,0,0,2,3,3,0,10,13,20,0,0,2,0,0,0,7,12,0,0,6,0,0,0,0,0,0,0,8,0,1,2,1,0,0,0,0,0,57,0,1,0,0,0,0,2,1,0,20,0,0,0,0,2,0,0,0,12,5,0,0,0,0,0,0,0,2,0,1,4,38,0
"2877x6303",2,8,7,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,2,15,9,0,0,0,0,0,0,0,7,0,0,0,0,8,0,3,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,9,0,0,1,0,0
"2885x955",0,4,29,0,7,17,0,0,58,1,0,1,10,2,0,2,3,0,16,3,0,0,0,0,0,0,14,0,0,0,0,0,0,5,0,0,17,5,42,0,0,0,31,0,0,6,1,40,10,0,4,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,19,0,1,0,0,0,0,5,0,6,0,4,0,0,0,0,0,5,5,3,0,2,0,0,13,0,0,3,0,0,0,0,2,0,0,3,9,0,0,2,0,8,0,9,1,0,0,3,0,0,1,0,0,0,1,15,0,0,0,0,7,1,0,0,0,52,1,0,2,0,0,0,0,4,0,15,0,0,0,11,0,0,0,5,10,2,0,0,0,0,0,0,0,3,1,3,9,9,4
"2930x1382",0,0,0,3,0,0,0,0,13,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,5,0,1
"2917x1715",0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,227,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2954x5417",1,0,0,0,2,4,0,0,10,0,0,0,0,0,0,1,0,0,3,3,0,0,8,1,0,0,7,0,0,0,0,0,23,0,0,0,0,0,0,0,0,12,8,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,1,0,0,0,0,0,1,0,0,2,0,0,4,0,1,0,15,1,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,10,0,0,0,0,0,0,0,15,0,0,2,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"2925x2858",4,11,8,0,1,1,0,9,3,0,0,4,0,0,0,0,0,0,0,4,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,21,0,2,0,0,0,6,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,6,0,18,1,0,0,0,0,0,0,0,0,0,2,4,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,2,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2949x4135",1,1,6,0,2,1,0,0,5,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,3,0,17,7,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,3,0,0,7,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2959x5946",0,0,10,0,0,3,0,4,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,1,0,2,0,1,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,29,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,3,0
"3001x570",4,51,12,0,0,0,0,0,1,0,3,1,3,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,17,0,6,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,0,0,1,0,0,0,2,0,12,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,8,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0,8,4,0,1,0
"2964x2382",4,1,7,3,3,2,0,9,22,0,0,1,0,0,9,0,8,6,1,5,0,0,0,0,0,0,1,8,0,0,0,0,0,12,0,1,2,0,0,0,0,2,12,0,0,0,2,0,3,0,0,0,0,0,0,0,4,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,3,1,0,6,0,0,2,1,7,0,3,0,0,2,0,0,0,1,0,0,0,5,0,0,0,4,4,7,0,5,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,2,64,0,0,0,0,0,0,1,0,2,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"3029x6124",0,0,10,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,4,3,0,0,0,1,0,0,2,3,0,0,0,0,3,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,1,0,0,0,1,4,0,0,1,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0
"3038x3690",0,0,1,0,3,0,0,0,6,0,8,0,0,0,10,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,1,0,322,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0
"2981x4312",2,2,14,0,8,1,0,5,7,0,2,7,0,0,0,0,0,0,4,12,0,8,0,0,0,2,24,0,0,0,0,0,2,0,0,2,18,1,0,0,0,8,20,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,2,0,0,0,0,1,0,4,6,2,0,0,0,0,0,0,15,3,2,0,0,0,0,0,0,0,0,13,1,0,0,0,3,0,0,0,0,0,35,0,0,5,0,0,0,0,0,0,2,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0
"3001x4589",0,0,0,2,0,1,0,0,14,0,1,0,1,0,0,0,0,0,11,6,0,0,0,0,0,6,8,2,0,0,0,0,1,0,0,0,4,0,2,1,0,4,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,32,0,3,0,0,0,9,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,1,4,0,0,1,0,1,0,0,0,21,11,0,0,0,2,0,0,0,0,0,2,0,0,0
"3047x2992",2,4,1,0,1,0,0,0,4,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,1,13,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"3026x168",0,0,5,0,3,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,7,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2,0,0,11,0,11,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,10,0,0,0,0,0,0,0,11,2,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0
"3035x2735",1,1,0,0,0,0,0,0,3,1,1,0,3,1,0,0,0,0,3,5,1,0,0,0,2,1,8,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3055x1255",0,2,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,5,0,2,0,0,0,0,1,0,0,0,0,0,0,4,0,0,14,0,1,0,0,5,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,15,0
"3045x5574",0,4,3,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,2,0,0,9,10,1,0,0,1,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,2,3,0,0,0,0,10,0,0,1,0,0,0,0,0,0,5,0,3,0,0,2,0,0,0,9,6,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,3,9,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,1,2,0,0,1,0,1
"3127x3550",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,810,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0
"3109x991",2,10,11,0,6,1,0,2,5,0,8,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,1,2,0,0,32,0,4,0,2,7,8,7,0,0,0,27,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,1,0,0,2,0,0,0,2,1,0,0,0,0,0,3,0,0,0,3,4,1,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,3,3,0,17,0,0,0,8,0,2,0,1,3,3,0,0,0,0,0,0,0,23,0,0,1,1,0
"3142x5223",0,12,0,0,10,2,0,4,7,0,15,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,7,0,13,0,0,0,2,19,5,0,3,1,5,0,0,0,37,0,0,12,0,8,0,1,2,0,0,0,0,0,5,1,3,0,10,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,1,2,0,22,0,0,2,0,14,0,0,0,0,0,7,8,0,0,1,5,0,0,0,1,0,0,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,43,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,6,0,0,0
"3170x4419",1,10,8,0,0,4,0,0,5,0,6,4,0,0,0,0,0,0,5,7,0,1,0,3,0,0,9,0,0,0,1,0,0,0,1,0,20,0,1,0,0,0,23,0,0,2,0,8,7,0,0,0,0,0,0,0,6,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,25,0,0,3,2,1,1,0,2,0,1,5,1,0,0,0,0,2,0,15,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,4,0,0,0,0,2,0,0,0,0,0,13,2,0,0
"3191x2032",0,6,6,0,5,8,0,3,25,0,0,0,2,2,0,0,0,0,10,0,0,0,2,0,2,5,0,0,0,0,0,1,0,10,0,0,7,0,0,10,0,22,46,0,0,4,0,0,0,0,1,2,0,0,0,0,3,0,0,0,6,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,10,0,0,0,6,0,1,0,5,4,7,0,1,0,0,4,4,0,0,0,1,0,0,0,0,4,2,0,0,0,30,1,0,0,5,0,0,0,6,0,31,0,1,0,0,0,16,0,0,9,0,0,0,0,0,2,0,0,15,0,0,5,11,0
